"global_step","251221_A2C - time/fps","251221_A2C - time/fps__MIN","251221_A2C - time/fps__MAX","251221_A2C - _step","251221_A2C - _step__MIN","251221_A2C - _step__MAX"
"1435500","125","125","125","2870","2870","2870"
"1436000","125","125","125","2871","2871","2871"
"1436500","125","125","125","2872","2872","2872"
"1437000","125","125","125","2873","2873","2873"
"1437500","125","125","125","2874","2874","2874"
"1438000","125","125","125","2875","2875","2875"
"1438500","125","125","125","2876","2876","2876"
"1439000","125","125","125","2877","2877","2877"
"1439500","125","125","125","2878","2878","2878"
"1440000","125","125","125","2879","2879","2879"
"1440500","125","125","125","2880","2880","2880"
"1441000","125","125","125","2881","2881","2881"
"1441500","125","125","125","2882","2882","2882"
"1442000","125","125","125","2883","2883","2883"
"1442500","125","125","125","2884","2884","2884"
"1443000","125","125","125","2885","2885","2885"
"1443500","125","125","125","2886","2886","2886"
"1444000","125","125","125","2887","2887","2887"
"1444500","125","125","125","2888","2888","2888"
"1445000","125","125","125","2889","2889","2889"
"1445500","125","125","125","2890","2890","2890"
"1446000","125","125","125","2891","2891","2891"
"1446500","125","125","125","2892","2892","2892"
"1447000","125","125","125","2893","2893","2893"
"1447500","125","125","125","2894","2894","2894"
"1448000","125","125","125","2895","2895","2895"
"1448500","125","125","125","2896","2896","2896"
"1449000","125","125","125","2897","2897","2897"
"1449500","125","125","125","2898","2898","2898"
"1450000","125","125","125","2899","2899","2899"
"1450500","125","125","125","2900","2900","2900"
"1451000","125","125","125","2901","2901","2901"
"1451500","125","125","125","2902","2902","2902"
"1452000","125","125","125","2903","2903","2903"
"1452500","125","125","125","2904","2904","2904"
"1453000","125","125","125","2905","2905","2905"
"1453500","125","125","125","2906","2906","2906"
"1454000","125","125","125","2907","2907","2907"
"1454500","125","125","125","2908","2908","2908"
"1455000","125","125","125","2909","2909","2909"
"1455500","125","125","125","2910","2910","2910"
"1456000","125","125","125","2911","2911","2911"
"1456500","125","125","125","2912","2912","2912"
"1457000","125","125","125","2913","2913","2913"
"1457500","125","125","125","2914","2914","2914"
"1458000","125","125","125","2915","2915","2915"
"1458500","125","125","125","2916","2916","2916"
"1459000","126","126","126","2917","2917","2917"
"1459500","126","126","126","2918","2918","2918"
"1460000","126","126","126","2919","2919","2919"
"1460500","126","126","126","2920","2920","2920"
"1461000","126","126","126","2921","2921","2921"
"1461500","126","126","126","2922","2922","2922"
"1462000","126","126","126","2923","2923","2923"
"1462500","126","126","126","2924","2924","2924"
"1463000","126","126","126","2925","2925","2925"
"1463500","126","126","126","2926","2926","2926"
"1464000","126","126","126","2927","2927","2927"
"1464500","126","126","126","2928","2928","2928"
"1465000","126","126","126","2929","2929","2929"
"1465500","126","126","126","2930","2930","2930"
"1466000","126","126","126","2931","2931","2931"
"1466500","126","126","126","2932","2932","2932"
"1467000","126","126","126","2933","2933","2933"
"1467500","126","126","126","2934","2934","2934"
"1468000","126","126","126","2935","2935","2935"
"1468500","126","126","126","2936","2936","2936"
"1469000","126","126","126","2937","2937","2937"
"1469500","126","126","126","2938","2938","2938"
"1470000","126","126","126","2939","2939","2939"
"1470500","126","126","126","2940","2940","2940"
"1471000","126","126","126","2941","2941","2941"
"1471500","126","126","126","2942","2942","2942"
"1472000","126","126","126","2943","2943","2943"
"1472500","126","126","126","2944","2944","2944"
"1473000","126","126","126","2945","2945","2945"
"1473500","126","126","126","2946","2946","2946"
"1474000","126","126","126","2947","2947","2947"
"1474500","126","126","126","2948","2948","2948"
"1475000","126","126","126","2949","2949","2949"
"1475500","126","126","126","2950","2950","2950"
"1476000","126","126","126","2951","2951","2951"
"1476500","126","126","126","2952","2952","2952"
"1477000","126","126","126","2953","2953","2953"
"1477500","126","126","126","2954","2954","2954"
"1478000","126","126","126","2955","2955","2955"
"1478500","126","126","126","2956","2956","2956"
"1479000","126","126","126","2957","2957","2957"
"1479500","126","126","126","2958","2958","2958"
"1480000","126","126","126","2959","2959","2959"
"1480500","126","126","126","2960","2960","2960"
"1481000","126","126","126","2961","2961","2961"
"1481500","126","126","126","2962","2962","2962"
"1482000","126","126","126","2963","2963","2963"
"1482500","126","126","126","2964","2964","2964"
"1483000","127","127","127","2965","2965","2965"
"1483500","127","127","127","2966","2966","2966"
"1484000","127","127","127","2967","2967","2967"
"1484500","127","127","127","2968","2968","2968"
"1485000","127","127","127","2969","2969","2969"
"1485500","127","127","127","2970","2970","2970"
"1486000","127","127","127","2971","2971","2971"
"1486500","127","127","127","2972","2972","2972"
"1487000","127","127","127","2973","2973","2973"
"1487500","127","127","127","2974","2974","2974"
"1488000","127","127","127","2975","2975","2975"
"1488500","127","127","127","2976","2976","2976"
"1489000","127","127","127","2977","2977","2977"
"1489500","127","127","127","2978","2978","2978"
"1490000","127","127","127","2979","2979","2979"
"1490500","127","127","127","2980","2980","2980"
"1491000","127","127","127","2981","2981","2981"
"1491500","127","127","127","2982","2982","2982"
"1492000","127","127","127","2983","2983","2983"
"1492500","127","127","127","2984","2984","2984"
"1493000","127","127","127","2985","2985","2985"
"1493500","127","127","127","2986","2986","2986"
"1494000","127","127","127","2987","2987","2987"
"1494500","127","127","127","2988","2988","2988"
"1495000","127","127","127","2989","2989","2989"
"1495500","127","127","127","2990","2990","2990"
"1496000","127","127","127","2991","2991","2991"
"1496500","127","127","127","2992","2992","2992"
"1497000","127","127","127","2993","2993","2993"
"1497500","127","127","127","2994","2994","2994"
"1498000","127","127","127","2995","2995","2995"
"1498500","127","127","127","2996","2996","2996"
"1499000","127","127","127","2997","2997","2997"
"1499500","127","127","127","2999","2999","2999"
"1500000","127","127","127","3000","3000","3000"
