"global_step","251221_DQN - rollout/ep_rew_mean","251221_DQN - rollout/ep_rew_mean__MIN","251221_DQN - rollout/ep_rew_mean__MAX","251221_DQN - _step","251221_DQN - _step__MIN","251221_DQN - _step__MAX"
"1454000","-184.2523651123047","-184.2523651123047","-184.2523651123047","726","726","726"
"1456000","-190.84317016601562","-190.84317016601562","-190.84317016601562","727","727","727"
"1458000","-184.41822814941406","-184.41822814941406","-184.41822814941406","728","728","728"
"1460000","-190.6930389404297","-190.6930389404297","-190.6930389404297","729","729","729"
"1462000","-190.15701293945312","-190.15701293945312","-190.15701293945312","730","730","730"
"1464000","-196.65371704101562","-196.65371704101562","-196.65371704101562","731","731","731"
"1466000","-201.3967742919922","-201.3967742919922","-201.3967742919922","732","732","732"
"1468000","-205.81114196777344","-205.81114196777344","-205.81114196777344","733","733","733"
"1470000","-207.4925079345703","-207.4925079345703","-207.4925079345703","734","734","734"
"1472000","-203.70858764648438","-203.70858764648438","-203.70858764648438","735","735","735"
"1474000","-209.22860717773438","-209.22860717773438","-209.22860717773438","736","736","736"
"1476000","-211.62582397460938","-211.62582397460938","-211.62582397460938","737","737","737"
"1478000","-214.06399536132812","-214.06399536132812","-214.06399536132812","738","738","738"
"1480000","-213.40692138671875","-213.40692138671875","-213.40692138671875","739","739","739"
"1482000","-210.66302490234375","-210.66302490234375","-210.66302490234375","740","740","740"
"1484000","-211.1102294921875","-211.1102294921875","-211.1102294921875","741","741","741"
"1486000","-219.47476196289062","-219.47476196289062","-219.47476196289062","742","742","742"
"1488000","-222.30575561523438","-222.30575561523438","-222.30575561523438","743","743","743"
"1490000","-224.7162628173828","-224.7162628173828","-224.7162628173828","744","744","744"
"1492000","-222.0894012451172","-222.0894012451172","-222.0894012451172","745","745","745"
"1494000","-220.52951049804688","-220.52951049804688","-220.52951049804688","746","746","746"
"1496000","-223.10635375976562","-223.10635375976562","-223.10635375976562","747","747","747"
"1498000","-216.5177001953125","-216.5177001953125","-216.5177001953125","749","749","749"
"1500000","-218.95152282714844","-218.95152282714844","-218.95152282714844","750","750","750"
